dim,k,Var3,r,steps,integral,a_1,a_2,a_3,u_1,u_2,u_3
3,1,cont,1,7,0.139678959343166,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,2,cont,1,25,0.147885376010981,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,3,cont,1,69,0.142553229982496,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,4,cont,1,177,0.145217194162631,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,5,cont,1,441,0.146117539872956,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,6,cont,1,1073,0.145990436922453,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,7,cont,1,2561,0.146079949275848,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,8,cont,1,6017,0.146071202228834,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,9,cont,1,13953,0.146077171391035,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,10,cont,1,32001,0.146079362530277,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,11,cont,1,72705,0.146079589507984,2.77935817314669,1.96588466751174,2.25963573675818,0.924926210208933,0.370605944633525,0.638787885336972
3,1,cont,2,7,0.14191475384096,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,2,cont,2,25,0.184996340632716,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,3,cont,2,69,0.165897231422443,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,4,cont,2,177,0.166774024843865,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,5,cont,2,441,0.165218125228033,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,6,cont,2,1073,0.165096997289082,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,7,cont,2,2561,0.165240748798189,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,8,cont,2,6017,0.165183713973673,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,9,cont,2,13953,0.165191994980875,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,10,cont,2,32001,0.16519388588142,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,11,cont,2,72705,0.165194314494066,1.21578461702836,1.89146191635509,2.87769007325002,0.465017493979997,0.109172860502643,0.113116377713374
3,1,cont,3,7,0.155013266293784,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,2,cont,3,25,0.174177189502715,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,3,cont,3,69,0.169949062224518,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,4,cont,3,177,0.171766956503002,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,5,cont,3,441,0.172053477533675,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,6,cont,3,1073,0.172239972567935,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,7,cont,3,2561,0.172271355660481,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,8,cont,3,6017,0.172270358809829,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,9,cont,3,13953,0.172277118269,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,10,cont,3,32001,0.17227656035012,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,11,cont,3,72705,0.172276662274902,1.61387782331889,2.89952899074984,1.02072875817774,0.633813978300454,0.929669348074345,0.0628762558931983
3,1,cont,4,7,0.0909126903552839,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,2,cont,4,25,0.139312772006251,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,3,cont,4,69,0.128845527575182,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,4,cont,4,177,0.134999558922814,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,5,cont,4,441,0.134283762918063,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,6,cont,4,1073,0.134636502530277,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
3,7,cont,4,2561,0.134655871386491,2.2117208727678,2.03583433673843,2.88571520655476,0.167827708425684,0.755272448052324,0.833821732275786
