dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,u_1,u_2,u_3,u_4,u_5
5,1,cont,1,11,0.546709591213601,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,2,cont,1,61,0.543929963010838,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,3,cont,1,241,0.5389676301581,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,4,cont,1,801,0.53906533670935,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,5,cont,1,2433,0.538954471844427,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,6,cont,1,6993,0.53896483827792,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,7,cont,1,19313,0.538978180895385,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,8,cont,1,51713,0.538981478157878,0.336213802428381,0.319340812596895,0.329101810562119,0.334122207105018,0.387024977415545,0.466319730923973,0.591193765502943,0.984497712415632,0.847007491320461,0.976697224260452
5,1,cont,2,11,0.556997269586258,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,2,cont,2,61,0.575048819455456,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,3,cont,2,241,0.579218978613267,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,4,cont,2,801,0.579052927736271,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,5,cont,2,2433,0.579117248651552,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,6,cont,2,6993,0.579142767292921,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,7,cont,2,19313,0.579118911406708,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,8,cont,2,51713,0.579115189969566,0.285221461912433,0.263936162532411,0.404593372455322,0.39748534734357,0.343759009588,0.285205740939857,0.915859244348825,0.670683297015381,0.785491175591435,0.183005379238528
5,1,cont,3,11,0.509167866741387,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,2,cont,3,61,0.520248541695036,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,3,cont,3,241,0.514769792148977,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,4,cont,3,801,0.514368700356105,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,5,cont,3,2433,0.513937521264091,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,6,cont,3,6993,0.513938804548151,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,7,cont,3,19313,0.513934040952777,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,8,cont,3,51713,0.51393821862876,0.483581194859951,0.448794989555409,0.363565347594891,0.336099670906328,0.283214950801164,0.0226182249039055,0.159251181302361,0.506772879136637,0.787172059365427,0.762037590058288
5,1,cont,4,11,0.569410829329768,0.431460775717409,0.276681392372945,0.359785291592306,0.389347002388604,0.463895920627413,0.56123375128913,0.207615247634502,0.11800666145835,0.767654663544934,0.457255282782492
5,2,cont,4,61,0.569722884598893,0.431460775717409,0.276681392372945,0.359785291592306,0.389347002388604,0.463895920627413,0.56123375128913,0.207615247634502,0.11800666145835,0.767654663544934,0.457255282782492
5,3,cont,4,241,0.562748479082496,0.431460775717409,0.276681392372945,0.359785291592306,0.389347002388604,0.463895920627413,0.56123375128913,0.207615247634502,0.11800666145835,0.767654663544934,0.457255282782492
